Figure,Repetition,Seed,DistributionSeed,p,Method,Epsilon,Accuracy,Unfairness,RuntimeSeconds
2,6,60783,60777,0.9,Our Eps-Fair,0.2,0.842,0.25022565801878277,0.25655449999612756
2,6,60784,60777,0.99,Unfair,,0.931,0.362,0.027777799987234175
2,6,60784,60777,0.99,Our Eps-Fair,0.0,0.495,0.043999999999999984,0.22322189999977127
2,6,60784,60777,0.99,Our Eps-Fair,0.05,0.571,0.07,0.21722170000430197
2,6,60784,60777,0.99,Our Eps-Fair,0.1,0.647,0.116,0.22091880001244135
2,6,60784,60777,0.99,Our Eps-Fair,0.15,0.716,0.15400000000000003,0.22842989998753183
2,6,60784,60777,0.99,Our Eps-Fair,0.2,0.787,0.21599999999999997,0.1983986000122968
2,7,70778,70777,0.5,Unfair,,0.906,0.02024122833371389,0.029640400025527924
2,7,70778,70777,0.5,Our Eps-Fair,0.0,0.9,0.0314293840305401,0.2164407999953255
2,7,70778,70777,0.5,Our Eps-Fair,0.05,0.904,0.02024122833371389,0.008425300009548664
2,7,70778,70777,0.5,Our Eps-Fair,0.1,0.906,0.02024122833371389,0.007852799986721948
2,7,70778,70777,0.5,Our Eps-Fair,0.15,0.906,0.02024122833371389,0.009150199999567121
2,7,70778,70777,0.5,Our Eps-Fair,0.2,0.906,0.02024122833371389,0.00808359999791719
2,7,70779,70777,0.6,Unfair,,0.902,0.10883927279741525,0.028342400008114055
2,7,70779,70777,0.6,Our Eps-Fair,0.0,0.849,0.0845590008197907,0.121202300011646
2,7,70779,70777,0.6,Our Eps-Fair,0.05,0.888,0.1085660092266641,0.22801290001370944
2,7,70779,70777,0.6,Our Eps-Fair,0.1,0.901,0.11071193197344521,0.008927999995648861
2,7,70779,70777,0.6,Our Eps-Fair,0.15,0.901,0.1085660092266641,0.008738799981074408
2,7,70779,70777,0.6,Our Eps-Fair,0.2,0.904,0.10883927279741525,0.011868600005982444
2,7,70780,70777,0.7,Unfair,,0.904,0.16095224317242932,0.02980380001827143
2,7,70780,70777,0.7,Our Eps-Fair,0.0,0.763,0.05363199434183666,0.19675040000583977
2,7,70780,70777,0.7,Our Eps-Fair,0.05,0.829,0.09743453730047741,0.1683457999897655
2,7,70780,70777,0.7,Our Eps-Fair,0.1,0.881,0.15022262943852374,0.15512479998869821
2,7,70780,70777,0.7,Our Eps-Fair,0.15,0.899,0.16255163877770812,0.061022300011245534
2,7,70780,70777,0.7,Our Eps-Fair,0.2,0.903,0.16067897960167818,0.008749300002818927
2,7,70781,70777,0.75,Unfair,,0.895,0.23629610655737704,0.02972970000701025
2,7,70781,70777,0.75,Our Eps-Fair,0.0,0.702,0.10614113729508196,0.21862520001013763
2,7,70781,70777,0.75,Our Eps-Fair,0.05,0.765,0.10175461065573771,0.1912253999907989
2,7,70781,70777,0.75,Our Eps-Fair,0.1,0.856,0.1481173155737705,0.19213149999268353
2,7,70781,70777,0.75,Our Eps-Fair,0.15,0.889,0.1801357581967213,0.17053269999451004
2,7,70781,70777,0.75,Our Eps-Fair,0.2,0.894,0.2264344262295082,0.12781740000355057
2,7,70782,70777,0.8,Unfair,,0.888,0.26945321136192507,0.029883100010920316
2,7,70782,70777,0.8,Our Eps-Fair,0.0,0.687,0.017710953395600693,0.24684969999361783
2,7,70782,70777,0.8,Our Eps-Fair,0.05,0.751,0.075129367660488,0.1595417000062298
2,7,70782,70777,0.8,Our Eps-Fair,0.1,0.805,0.12333584325285571,0.21392429998377338
2,7,70782,70777,0.8,Our Eps-Fair,0.15,0.875,0.18505583235873696,0.2560174999816809
2,7,70782,70777,0.8,Our Eps-Fair,0.2,0.898,0.23948637434114614,0.19476879999274388
2,7,70783,70777,0.9,Unfair,,0.896,0.3492204472076527,0.02867339999647811
2,7,70783,70777,0.9,Our Eps-Fair,0.0,0.564,0.03829150513500648,0.23985340000945143
2,7,70783,70777,0.9,Our Eps-Fair,0.05,0.633,0.05474673035915037,0.18965879999450408
2,7,70783,70777,0.9,Our Eps-Fair,0.1,0.716,0.11886729799040613,0.21676089998800308
2,7,70783,70777,0.9,Our Eps-Fair,0.15,0.791,0.1785990054050594,0.19752040001912974
2,7,70783,70777,0.9,Our Eps-Fair,0.2,0.86,0.23584622586026865,0.28472140000667423
2,7,70784,70777,0.99,Unfair,,0.939,0.35699797160243407,0.02733829998760484
2,7,70784,70777,0.99,Our Eps-Fair,0.0,0.501,0.047973402786946256,0.24018510000314564
2,7,70784,70777,0.99,Our Eps-Fair,0.05,0.587,0.08990962228596806,0.22724529998959042
2,7,70784,70777,0.99,Our Eps-Fair,0.1,0.651,0.1355465671271569,0.23037530001602136
2,7,70784,70777,0.99,Our Eps-Fair,0.15,0.719,0.1815275794055635,0.3147200000239536
2,7,70784,70777,0.99,Our Eps-Fair,0.2,0.777,0.2315653868158159,0.2660102999943774
2,8,80778,80777,0.5,Unfair,,0.901,0.04137036325197002,0.027577500004554167
2,8,80778,80777,0.5,Our Eps-Fair,0.0,0.904,0.03943237875584599,0.21589880000101402
2,8,80778,80777,0.5,Our Eps-Fair,0.05,0.902,0.04137036325197002,0.008724200015421957
2,8,80778,80777,0.5,Our Eps-Fair,0.1,0.902,0.04137036325197002,0.008584899973357096
2,8,80778,80777,0.5,Our Eps-Fair,0.15,0.904,0.04137036325197002,0.007731999998213723
2,8,80778,80777,0.5,Our Eps-Fair,0.2,0.9,0.04137036325197002,0.010843199997907504
2,8,80779,80777,0.6,Unfair,,0.881,0.07997487909564743,0.03133040000102483
2,8,80779,80777,0.6,Our Eps-Fair,0.0,0.83,0.026440951874267468,0.22743190001347102
2,8,80779,80777,0.6,Our Eps-Fair,0.05,0.88,0.06201023236836525,0.11783649999415502
2,8,80779,80777,0.6,Our Eps-Fair,0.1,0.88,0.08196295066622397,0.007657900016056374
2,8,80779,80777,0.6,Our Eps-Fair,0.15,0.879,0.0780908112692057,0.008165299979737028
2,8,80779,80777,0.6,Our Eps-Fair,0.2,0.88,0.07995087823161634,0.009323900012532249
2,8,80780,80777,0.7,Unfair,,0.879,0.18983734631147542,0.02842749998671934
2,8,80780,80777,0.7,Our Eps-Fair,0.0,0.739,0.04946849385245902,0.18859130001510493
2,8,80780,80777,0.7,Our Eps-Fair,0.05,0.805,0.09592725409836064,0.22347480000462383
2,8,80780,80777,0.7,Our Eps-Fair,0.1,0.861,0.13937628073770492,0.22470279998378828
2,8,80780,80777,0.7,Our Eps-Fair,0.15,0.877,0.18778816598360654,0.03645919999689795
2,8,80780,80777,0.7,Our Eps-Fair,0.2,0.879,0.18983734631147542,0.0091000999964308
2,8,80781,80777,0.75,Unfair,,0.903,0.20212021202120212,0.028521600004751235
2,8,80781,80777,0.75,Our Eps-Fair,0.0,0.727,0.06484648464846485,0.22223489999305457
2,8,80781,80777,0.75,Our Eps-Fair,0.05,0.796,0.06962696269626964,0.1858109000022523
2,8,80781,80777,0.75,Our Eps-Fair,0.1,0.848,0.11989198919891991,0.23086529999272898
2,8,80781,80777,0.75,Our Eps-Fair,0.15,0.891,0.16999699969996995,0.2651015000010375
2,8,80781,80777,0.75,Our Eps-Fair,0.2,0.902,0.20010001000100008,0.12035549999563955
2,8,80782,80777,0.8,Unfair,,0.883,0.2614461446144615,0.027052000019466504
2,8,80782,80777,0.8,Our Eps-Fair,0.0,0.637,0.0674067406740674,0.22806100000161678
2,8,80782,80777,0.8,Our Eps-Fair,0.05,0.713,0.0933893389338934,0.20733539998764172
2,8,80782,80777,0.8,Our Eps-Fair,0.1,0.776,0.13297329732973295,0.175214099988807
2,8,80782,80777,0.8,Our Eps-Fair,0.15,0.824,0.17331733173317332,0.3163318999868352
2,8,80782,80777,0.8,Our Eps-Fair,0.2,0.881,0.24330433043304334,0.25367869998444803
2,8,80783,80777,0.9,Unfair,,0.903,0.3315131513151315,0.02814579999540001
2,8,80783,80777,0.9,Our Eps-Fair,0.0,0.617,0.0753875387538754,0.21916400000918657
2,8,80783,80777,0.9,Our Eps-Fair,0.05,0.671,0.12319231923192321,0.2357565000129398
2,8,80783,80777,0.9,Our Eps-Fair,0.1,0.741,0.18509850985098508,0.23055080001358874
2,8,80783,80777,0.9,Our Eps-Fair,0.15,0.804,0.2211021102110211,0.25979999999981374
2,8,80783,80777,0.9,Our Eps-Fair,0.2,0.87,0.28862886288628864,0.3000610000162851
2,8,80784,80777,0.99,Unfair,,0.926,0.36578116812205236,0.02742729999590665
2,8,80784,80777,0.99,Our Eps-Fair,0.0,0.482,0.06213023668852079,0.3997430000163149
2,8,80784,80777,0.99,Our Eps-Fair,0.05,0.552,0.07974287074334675,0.2942680999985896
2,8,80784,80777,0.99,Our Eps-Fair,0.1,0.635,0.14402518490665664,0.2814459999790415
2,8,80784,80777,0.99,Our Eps-Fair,0.15,0.706,0.1900148405342592,0.3820335000054911
2,8,80784,80777,0.99,Our Eps-Fair,0.2,0.771,0.22206399430379492,0.19983279998996295
2,9,90778,90777,0.5,Unfair,,0.892,0.04219504073879432,0.028838500002166256
2,9,90778,90777,0.5,Our Eps-Fair,0.0,0.881,0.0659563286543561,0.22753659999580123
2,9,90778,90777,0.5,Our Eps-Fair,0.05,0.892,0.04219504073879432,0.008086399990133941
2,9,90778,90777,0.5,Our Eps-Fair,0.1,0.893,0.04219504073879432,0.008506899990607053
2,9,90778,90777,0.5,Our Eps-Fair,0.15,0.892,0.04219504073879432,0.007939000002807006
2,9,90778,90777,0.5,Our Eps-Fair,0.2,0.893,0.04219504073879432,0.00886590001755394
2,9,90779,90777,0.6,Unfair,,0.875,0.08291625158531074,0.02995929997996427
2,9,90779,90777,0.6,Our Eps-Fair,0.0,0.853,0.07683105888754196,0.15064710000297055
2,9,90779,90777,0.6,Our Eps-Fair,0.05,0.871,0.08291625158531074,0.1084539000003133
2,9,90779,90777,0.6,Our Eps-Fair,0.1,0.874,0.08291625158531074,0.008047399984207004
2,9,90779,90777,0.6,Our Eps-Fair,0.15,0.876,0.08291625158531074,0.011122900003101677
2,9,90779,90777,0.6,Our Eps-Fair,0.2,0.876,0.08291625158531074,0.008457999996608123
2,9,90780,90777,0.7,Unfair,,0.869,0.17097358176196353,0.027785099984612316
2,9,90780,90777,0.7,Our Eps-Fair,0.0,0.741,0.03507746038866369,0.2372009000100661
2,9,90780,90777,0.7,Our Eps-Fair,0.05,0.799,0.06553293067815891,0.18488260000594892
2,9,90780,90777,0.7,Our Eps-Fair,0.1,0.853,0.12203816145724859,0.28282429999671876
2,9,90780,90777,0.7,Our Eps-Fair,0.15,0.874,0.15509700571941235,0.15407470002537593
2,9,90780,90777,0.7,Our Eps-Fair,0.2,0.87,0.1711177686281421,0.008534199994755909
2,9,90781,90777,0.75,Unfair,,0.873,0.22956276806862558,0.029049000004306436
2,9,90781,90777,0.75,Our Eps-Fair,0.0,0.711,0.04748415594392166,0.19999960000859573
2,9,90781,90777,0.75,Our Eps-Fair,0.05,0.779,0.0861340503168811,0.19120540001313202
2,9,90781,90777,0.75,Our Eps-Fair,0.1,0.836,0.1371551117085974,0.18649920000461861
2,9,90781,90777,0.75,Our Eps-Fair,0.15,0.863,0.18806414442097177,0.1810282000224106
2,9,90781,90777,0.75,Our Eps-Fair,0.2,0.875,0.22549772741821905,0.06146420000004582
2,9,90782,90777,0.8,Unfair,,0.867,0.24229669981681237,0.02714600000763312
2,9,90782,90777,0.8,Our Eps-Fair,0.0,0.686,0.056615799030749064,0.1738805000204593
2,9,90782,90777,0.8,Our Eps-Fair,0.05,0.743,0.059834610034833716,0.20400430000154302
2,9,90782,90777,0.8,Our Eps-Fair,0.1,0.809,0.12051500976065355,0.18389250000473112
2,9,90782,90777,0.8,Our Eps-Fair,0.15,0.84,0.15831900301036994,0.2622634000144899
2,9,90782,90777,0.8,Our Eps-Fair,0.2,0.88,0.22626277202560618,0.2074807999888435
2,9,90783,90777,0.9,Unfair,,0.876,0.3416666666666666,0.030427999998209998
2,9,90783,90777,0.9,Our Eps-Fair,0.0,0.604,0.05256410256410256,0.3436607999901753
2,9,90783,90777,0.9,Our Eps-Fair,0.05,0.679,0.1049679487179487,0.22844160001841374
2,9,90783,90777,0.9,Our Eps-Fair,0.1,0.737,0.15576923076923077,0.39802369999233633
2,9,90783,90777,0.9,Our Eps-Fair,0.15,0.794,0.1857371794871795,0.26000650000059977
2,9,90783,90777,0.9,Our Eps-Fair,0.2,0.844,0.24150641025641026,0.28606429998762906
2,9,90784,90777,0.99,Unfair,,0.916,0.3584158415841584,0.027262099989457056
2,9,90784,90777,0.99,Our Eps-Fair,0.0,0.518,0.05386538653865389,0.2006513999949675
2,9,90784,90777,0.99,Our Eps-Fair,0.05,0.582,0.09592959295929593,0.3067081000190228
2,9,90784,90777,0.99,Our Eps-Fair,0.1,0.658,0.16199619961996203,0.31656020000809804
2,9,90784,90777,0.99,Our Eps-Fair,0.15,0.733,0.19855985598559858,0.25908659998094663
2,9,90784,90777,0.99,Our Eps-Fair,0.2,0.793,0.2444244424442444,0.25451750002685003
2,10,100778,100777,0.5,Unfair,,0.896,0.026753712237583216,0.02952229999937117
2,10,100778,100777,0.5,Our Eps-Fair,0.0,0.893,0.04253072196620583,0.20865709998179227
2,10,100778,100777,0.5,Our Eps-Fair,0.05,0.897,0.02476958525345621,0.007824899978004396
2,10,100778,100777,0.5,Our Eps-Fair,0.1,0.894,0.028801843317972337,0.00835920000099577
2,10,100778,100777,0.5,Our Eps-Fair,0.15,0.897,0.02476958525345621,0.007750599994324148
2,10,100778,100777,0.5,Our Eps-Fair,0.2,0.897,0.026785714285714274,0.009078600007342175
2,10,100779,100777,0.6,Unfair,,0.89,0.08699829846862175,0.028782699984731153
2,10,100779,100777,0.6,Our Eps-Fair,0.0,0.862,0.040656590931838654,0.2900886000134051
2,10,100779,100777,0.6,Our Eps-Fair,0.05,0.884,0.0729256330697628,0.19319029999314807
2,10,100779,100777,0.6,Our Eps-Fair,0.1,0.892,0.08505655089580622,0.009326400002464652
2,10,100779,100777,0.6,Our Eps-Fair,0.15,0.894,0.0871184065659093,0.007860399986384436
2,10,100779,100777,0.6,Our Eps-Fair,0.2,0.89,0.08493644279851867,0.009999600006267428
2,10,100780,100777,0.7,Unfair,,0.888,0.16079551592112057,0.029668400005903095
2,10,100780,100777,0.7,Our Eps-Fair,0.0,0.735,0.026289152673924093,0.20570009999210015
2,10,100780,100777,0.7,Our Eps-Fair,0.05,0.803,0.08275221943500927,0.2300251999986358
2,10,100780,100777,0.7,Our Eps-Fair,0.1,0.867,0.11481450364271395,0.2467655000218656
2,10,100780,100777,0.7,Our Eps-Fair,0.15,0.89,0.1527939476137323,0.15784480000729673
2,10,100780,100777,0.7,Our Eps-Fair,0.2,0.886,0.1589311505054991,0.009032500005559996
2,10,100781,100777,0.75,Unfair,,0.87,0.23423372965707062,0.030596099997637793
2,10,100781,100777,0.75,Our Eps-Fair,0.0,0.743,0.0758349202285129,0.19993830000748858
2,10,100781,100777,0.75,Our Eps-Fair,0.05,0.79,0.11984125714102832,0.20695759999216534
2,10,100781,100777,0.75,Our Eps-Fair,0.1,0.848,0.15975100414459684,0.24286779999965802
2,10,100781,100777,0.75,Our Eps-Fair,0.15,0.866,0.18635483509625386,0.24609070000587963
2,10,100781,100777,0.75,Our Eps-Fair,0.2,0.87,0.22973708213982813,0.09444820001954213
2,10,100782,100777,0.8,Unfair,,0.868,0.2700844289326372,0.03787299999385141
2,10,100782,100777,0.8,Our Eps-Fair,0.0,0.703,0.06073914384975096,0.26667729998007417
2,10,100782,100777,0.8,Our Eps-Fair,0.05,0.763,0.09646616631738386,0.20447100000455976
2,10,100782,100777,0.8,Our Eps-Fair,0.1,0.829,0.1488064946565742,0.21145220001926646
2,10,100782,100777,0.8,Our Eps-Fair,0.15,0.858,0.20196426496339542,0.16265170002589002
2,10,100782,100777,0.8,Our Eps-Fair,0.2,0.867,0.24898320637604732,0.19238770002266392
2,10,100783,100777,0.9,Unfair,,0.882,0.35436532930023945,0.0285759000107646
2,10,100783,100777,0.9,Our Eps-Fair,0.0,0.601,0.05918057054370543,0.2567032999941148
2,10,100783,100777,0.9,Our Eps-Fair,0.05,0.7,0.13475293957179135,0.23490100001799874
2,10,100783,100777,0.9,Our Eps-Fair,0.1,0.771,0.19303087804036567,0.24461130000418052
2,10,100783,100777,0.9,Our Eps-Fair,0.15,0.819,0.24263552519145828,0.18891669998993166
2,10,100783,100777,0.9,Our Eps-Fair,0.2,0.871,0.2838356647985526,0.5843039000174031
2,10,100784,100777,0.99,Unfair,,0.925,0.354639175257732,0.026598900003591552
2,10,100784,100777,0.99,Our Eps-Fair,0.0,0.478,0.046361725552997696,0.2805880999949295
2,10,100784,100777,0.99,Our Eps-Fair,0.05,0.544,0.09214292863577218,0.35731950000626966
2,10,100784,100777,0.99,Our Eps-Fair,0.1,0.616,0.14128715844259834,0.23304170000483282
2,10,100784,100777,0.99,Our Eps-Fair,0.15,0.699,0.17878090281253128,0.27704429998993874
2,10,100784,100777,0.99,Our Eps-Fair,0.2,0.78,0.2320488439595636,0.2515047999913804
2,11,110778,110777,0.5,Unfair,,0.884,0.019467213114754106,0.029604299983475357
2,11,110778,110777,0.5,Our Eps-Fair,0.0,0.868,0.08193519467213115,0.18456680001690984
2,11,110778,110777,0.5,Our Eps-Fair,0.05,0.882,0.021932633196721313,0.00913419999415055
2,11,110778,110777,0.5,Our Eps-Fair,0.1,0.884,0.019467213114754106,0.008883799979230389
2,11,110778,110777,0.5,Our Eps-Fair,0.15,0.881,0.019467213114754106,0.007488099974580109
2,11,110778,110777,0.5,Our Eps-Fair,0.2,0.884,0.021420338114754106,0.009705100004794076
2,11,110779,110777,0.6,Unfair,,0.874,0.09116911691169118,0.028839000005973503
2,11,110779,110777,0.6,Our Eps-Fair,0.0,0.831,0.04104410441044107,0.20606970001244918
2,11,110779,110777,0.6,Our Eps-Fair,0.05,0.87,0.06306630663066305,0.10002169999643229
2,11,110779,110777,0.6,Our Eps-Fair,0.1,0.875,0.0891889188918892,0.009437000000616536
2,11,110779,110777,0.6,Our Eps-Fair,0.15,0.873,0.0891889188918892,0.01054159997147508
2,11,110779,110777,0.6,Our Eps-Fair,0.2,0.876,0.0912091209120912,0.008156900003086776
2,11,110780,110777,0.7,Unfair,,0.874,0.19601767785944182,0.030071300017880276
2,11,110780,110777,0.7,Our Eps-Fair,0.0,0.776,0.07312933339738356,0.1971313999965787
2,11,110780,110777,0.7,Our Eps-Fair,0.05,0.829,0.14118268722678579,0.2647325999860186
2,11,110780,110777,0.7,Our Eps-Fair,0.1,0.861,0.18166242333989852,0.1507811000046786
2,11,110780,110777,0.7,Our Eps-Fair,0.15,0.872,0.2001329041968904,0.009030699991853908
2,11,110780,110777,0.7,Our Eps-Fair,0.2,0.87,0.19418424044450847,0.0076698000193573534
2,11,110781,110777,0.75,Unfair,,0.892,0.22991485820370017,0.030388899991521612
2,11,110781,110777,0.75,Our Eps-Fair,0.0,0.75,0.0421867998207541,0.2266898000088986
2,11,110781,110777,0.75,Our Eps-Fair,0.05,0.795,0.08933486972665003,0.19985399997676723
2,11,110781,110777,0.75,Our Eps-Fair,0.1,0.847,0.14373279559567254,0.17113490001065657
2,11,110781,110777,0.75,Our Eps-Fair,0.15,0.894,0.1958101273926125,0.13893079999252222
2,11,110781,110777,0.75,Our Eps-Fair,0.2,0.895,0.22985084181550478,0.026084399985847995
2,11,110782,110777,0.8,Unfair,,0.866,0.3021468772875823,0.030187399999704212
2,11,110782,110777,0.8,Our Eps-Fair,0.0,0.652,0.07006652239480621,0.26456579999648966
2,11,110782,110777,0.8,Our Eps-Fair,0.05,0.717,0.12412846862487048,0.15659110000706278
2,11,110782,110777,0.8,Our Eps-Fair,0.1,0.783,0.17605833810017157,0.26124879997223616
2,11,110782,110777,0.8,Our Eps-Fair,0.15,0.844,0.23615650163405882,0.2154428000212647
2,11,110782,110777,0.8,Our Eps-Fair,0.2,0.874,0.2921825185706685,0.20206889999099076
2,11,110783,110777,0.9,Unfair,,0.859,0.3364810198504315,0.03272320001269691
2,11,110783,110777,0.9,Our Eps-Fair,0.0,0.561,0.07390394487814053,0.202837399992859
2,11,110783,110777,0.9,Our Eps-Fair,0.05,0.626,0.1032534541191346,0.34737719999975525
2,11,110783,110777,0.9,Our Eps-Fair,0.1,0.704,0.15134103449517644,0.21802880000905134
2,11,110783,110777,0.9,Our Eps-Fair,0.15,0.771,0.213973327358064,0.19148500001756474
2,11,110783,110777,0.9,Our Eps-Fair,0.2,0.825,0.2759574102009051,0.3269552999990992
2,11,110784,110777,0.99,Unfair,,0.936,0.35856573705179284,0.027413700008764863
2,11,110784,110777,0.99,Our Eps-Fair,0.0,0.53,0.06882510120161923,0.3057754000183195
2,11,110784,110777,0.99,Our Eps-Fair,0.05,0.61,0.11081777308436937,0.2473191000171937
2,11,110784,110777,0.99,Our Eps-Fair,0.1,0.67,0.13880222083553337,0.23294570000143722
2,11,110784,110777,0.99,Our Eps-Fair,0.15,0.744,0.20084321349141587,0.34520189999602735
2,11,110784,110777,0.99,Our Eps-Fair,0.2,0.803,0.24683594937519,0.18326630000956357
2,12,120778,120777,0.5,Unfair,,0.865,0.04794314883395054,0.03129489999264479
2,12,120778,120777,0.5,Our Eps-Fair,0.0,0.86,0.08215393854469022,0.18645970002398826
2,12,120778,120777,0.5,Our Eps-Fair,0.05,0.862,0.04782304073666299,0.020977400010451674
2,12,120778,120777,0.5,Our Eps-Fair,0.1,0.866,0.051826643979581616,0.008667799993418157
2,12,120778,120777,0.5,Our Eps-Fair,0.15,0.863,0.04381943749374437,0.009364500001538545
2,12,120778,120777,0.5,Our Eps-Fair,0.2,0.862,0.047702932639375445,0.010622800007695332
2,12,120779,120777,0.6,Unfair,,0.88,0.09791172339838107,0.029348100011702627
2,12,120779,120777,0.6,Our Eps-Fair,0.0,0.835,0.04000096031114081,0.1949103999941144
2,12,120779,120777,0.6,Our Eps-Fair,0.05,0.874,0.09791172339838107,0.19924980000359938
2,12,120779,120777,0.6,Our Eps-Fair,0.1,0.879,0.1000204066117422,0.008166000014171004
2,12,120779,120777,0.6,Our Eps-Fair,0.15,0.88,0.09994838327618148,0.008479800017084926
2,12,120779,120777,0.6,Our Eps-Fair,0.2,0.879,0.09798374673394179,0.008797399990726262
2,12,120780,120777,0.7,Unfair,,0.871,0.15874863499453995,0.028595400013728067
2,12,120780,120777,0.7,Our Eps-Fair,0.0,0.754,0.048616194464777884,0.20026949999737553
2,12,120780,120777,0.7,Our Eps-Fair,0.05,0.818,0.10468041872167488,0.16320099998847581
2,12,120780,120777,0.7,Our Eps-Fair,0.1,0.856,0.14068056272225088,0.17093350001960061
2,12,120780,120777,0.7,Our Eps-Fair,0.15,0.872,0.1533246132984532,0.11566660000244156
2,12,120780,120777,0.7,Our Eps-Fair,0.2,0.872,0.15674462697850788,0.00769239998771809
2,12,120781,120777,0.75,Unfair,,0.874,0.20041921509174326,0.029447600012645125
2,12,120781,120777,0.75,Our Eps-Fair,0.0,0.708,0.08422303202915304,0.16806610001367517
2,12,120781,120777,0.75,Our Eps-Fair,0.05,0.765,0.10390374053465926,0.19170510000549257
2,12,120781,120777,0.75,Our Eps-Fair,0.1,0.816,0.14579724870095323,0.24645599999348633
2,12,120781,120777,0.75,Our Eps-Fair,0.15,0.869,0.19185890692064916,0.27522729997872375
2,12,120781,120777,0.75,Our Eps-Fair,0.2,0.877,0.20582340964274715,0.0670766000112053
2,12,120782,120777,0.8,Unfair,,0.859,0.2353450071292395,0.03242329999920912
2,12,120782,120777,0.8,Our Eps-Fair,0.0,0.664,0.039571284384562394,0.23055770000792108
2,12,120782,120777,0.8,Our Eps-Fair,0.05,0.727,0.07726012912734904,0.1950801000057254
2,12,120782,120777,0.8,Our Eps-Fair,0.1,0.791,0.1334769861740816,0.18123049999121577
2,12,120782,120777,0.8,Our Eps-Fair,0.15,0.824,0.18761915442413366,0.17835649999324232
2,12,120782,120777,0.8,Our Eps-Fair,0.2,0.862,0.22409843156731124,0.2200482999905944
2,12,120783,120777,0.9,Unfair,,0.871,0.31744507912126596,0.03026780000072904
2,12,120783,120777,0.9,Our Eps-Fair,0.0,0.601,0.05157682522920368,0.23057459999108687
2,12,120783,120777,0.9,Our Eps-Fair,0.05,0.666,0.08093729499671996,0.2221436999971047
2,12,120783,120777,0.9,Our Eps-Fair,0.1,0.745,0.146898350373606,0.1876269000058528
2,12,120783,120777,0.9,Our Eps-Fair,0.15,0.793,0.18150690411046574,0.30744080001022667
2,12,120783,120777,0.9,Our Eps-Fair,0.2,0.843,0.23151570425126805,0.23287579999305308
2,12,120784,120777,0.99,Unfair,,0.92,0.38585858585858585,0.02854880000813864
2,12,120784,120777,0.99,Our Eps-Fair,0.0,0.522,0.03182318231823182,0.2710099999967497
2,12,120784,120777,0.99,Our Eps-Fair,0.05,0.606,0.09846984698469846,0.23006750000058673
2,12,120784,120777,0.99,Our Eps-Fair,0.1,0.678,0.1547154715471547,0.3271803999959957
2,12,120784,120777,0.99,Our Eps-Fair,0.15,0.767,0.22034203420342036,0.36229289998300374
2,12,120784,120777,0.99,Our Eps-Fair,0.2,0.816,0.26046604660466044,0.29599480002070777
2,13,130778,130777,0.5,Unfair,,0.87,0.03330013320053282,0.031041799986269325
2,13,130778,130777,0.5,Our Eps-Fair,0.0,0.85,0.07730030920123682,0.17361779999919236
2,13,130778,130777,0.5,Our Eps-Fair,0.05,0.871,0.03330813323253293,0.007592400012072176
2,13,130778,130777,0.5,Our Eps-Fair,0.1,0.869,0.03330813323253293,0.008054699981585145
2,13,130778,130777,0.5,Our Eps-Fair,0.15,0.87,0.03531214124856499,0.007535799988545477
2,13,130778,130777,0.5,Our Eps-Fair,0.2,0.873,0.034668138672554694,0.007980299997143447
2,13,130779,130777,0.6,Unfair,,0.865,0.13568237498198588,0.02785429998766631
2,13,130779,130777,0.6,Our Eps-Fair,0.0,0.822,0.055619605770924424,0.22397729998920113
2,13,130779,130777,0.6,Our Eps-Fair,0.05,0.859,0.10994219468062962,0.18675260001327842
2,13,130779,130777,0.6,Our Eps-Fair,0.1,0.864,0.13568237498198588,0.009700199996586889
2,13,130779,130777,0.6,Our Eps-Fair,0.15,0.864,0.13568237498198588,0.007510800001909956
2,13,130779,130777,0.6,Our Eps-Fair,0.2,0.865,0.13568237498198588,0.009988800011342391
2,13,130780,130777,0.7,Unfair,,0.869,0.13783584836216414,0.029146699991542846
2,13,130780,130777,0.7,Our Eps-Fair,0.0,0.784,0.050191227536765276,0.1612277000094764
2,13,130780,130777,0.7,Our Eps-Fair,0.05,0.835,0.09467763357923542,0.1699722999765072
2,13,130780,130777,0.7,Our Eps-Fair,0.1,0.862,0.14451681042070058,0.2035494000010658
2,13,130780,130777,0.7,Our Eps-Fair,0.15,0.87,0.13656366516778418,0.049404899997171015
2,13,130780,130777,0.7,Our Eps-Fair,0.2,0.869,0.1398121329471444,0.00917710000067018
2,13,130781,130777,0.75,Unfair,,0.859,0.18830271173908147,0.02759189999778755
2,13,130781,130777,0.75,Our Eps-Fair,0.0,0.682,0.07079937631608557,0.24534040002617985
2,13,130781,130777,0.75,Our Eps-Fair,0.05,0.754,0.08344183504524923,0.19008339999709278
2,13,130781,130777,0.75,Our Eps-Fair,0.1,0.811,0.13016990564369643,0.16114740000921302
2,13,130781,130777,0.75,Our Eps-Fair,0.15,0.851,0.18643005256305153,0.16213300000526942
2,13,130781,130777,0.75,Our Eps-Fair,0.2,0.858,0.18428412981627043,0.04369449999649078
2,13,130782,130777,0.8,Unfair,,0.879,0.25172535267649837,0.027312599995639175
2,13,130782,130777,0.8,Our Eps-Fair,0.0,0.667,0.03151270596147379,0.21672190001117997
2,13,130782,130777,0.8,Our Eps-Fair,0.05,0.735,0.0914476949928744,0.1890842999855522
2,13,130782,130777,0.8,Our Eps-Fair,0.1,0.791,0.14999759811692367,0.1583634999988135
