Figure,Panel,Repetition,Seed,Size,Method,Epsilon,Accuracy,Unfairness,ReferenceAccuracy,ReferenceUnfairness,RuntimeSeconds,ExcessRisk,UnfairnessDifference
10,TrainingSize,4,41777,100,Unfair,,0.54175,0.16657711929610763,0.98325,0.17790060942238445,,0.4415,-0.011323490126276814
10,TrainingSize,4,41777,100,Our Eps-Fair,0.0,0.4895,0.018894495187954413,0.74275,0.04013573180212329,,0.25325,-0.02124123661416888
10,TrainingSize,4,41777,100,Our Eps-Fair,0.05,0.52775,0.054544353963246556,0.82325,0.06567624273240544,,0.2955,-0.011131888769158882
10,TrainingSize,4,41777,100,Our Eps-Fair,0.1,0.53675,0.10617166481068482,0.89575,0.1049540206769381,,0.3590000000000001,0.0012176441337467259
10,TrainingSize,4,41777,100,Our Eps-Fair,0.15,0.54175,0.15608306794294183,0.9615,0.15188684814266748,,0.41975000000000007,0.004196219800274348
10,TrainingSize,4,41777,200,Unfair,,0.6925,0.1967200649143397,0.98325,0.17790060942238445,,0.29074999999999995,0.01881945549195524
10,TrainingSize,4,41777,200,Our Eps-Fair,0.0,0.59525,0.021174701417049635,0.74275,0.04013573180212329,,0.14750000000000008,-0.018961030385073657
10,TrainingSize,4,41777,200,Our Eps-Fair,0.05,0.63725,0.049334598002343244,0.82325,0.06567624273240544,,0.18600000000000005,-0.016341644730062194
10,TrainingSize,4,41777,200,Our Eps-Fair,0.1,0.67825,0.10178484418257258,0.89575,0.1049540206769381,,0.21750000000000003,-0.0031691764943655165
10,TrainingSize,4,41777,200,Our Eps-Fair,0.15,0.69125,0.15681395458197384,0.9615,0.15188684814266748,,0.27025,0.004927106439306356
10,TrainingSize,4,41777,300,Unfair,,0.7355,0.16782628010217404,0.98325,0.17790060942238445,,0.24774999999999991,-0.010074329320210407
10,TrainingSize,4,41777,300,Our Eps-Fair,0.0,0.6295,0.03696555477847782,0.74275,0.04013573180212329,,0.11325000000000007,-0.0031701770236454707
10,TrainingSize,4,41777,300,Our Eps-Fair,0.05,0.67175,0.05631529078882727,0.82325,0.06567624273240544,,0.15150000000000008,-0.009360951943578166
10,TrainingSize,4,41777,300,Our Eps-Fair,0.1,0.7135,0.10387494984846984,0.89575,0.1049540206769381,,0.18225000000000002,-0.0010790708284682538
10,TrainingSize,4,41777,300,Our Eps-Fair,0.15,0.7335,0.15190986031610723,0.9615,0.15188684814266748,,0.22799999999999998,2.3012173439751482e-05
10,TrainingSize,4,41777,400,Unfair,,0.79025,0.18197976729690005,0.98325,0.17790060942238445,,0.19299999999999995,0.004079157874515599
10,TrainingSize,4,41777,400,Our Eps-Fair,0.0,0.65925,0.03379187590235233,0.74275,0.04013573180212329,,0.08350000000000002,-0.0063438558997709615
10,TrainingSize,4,41777,400,Our Eps-Fair,0.05,0.7145,0.056825560721621746,0.82325,0.06567624273240544,,0.10875000000000001,-0.008850682010783692
10,TrainingSize,4,41777,400,Our Eps-Fair,0.1,0.759,0.09768617598709717,0.89575,0.1049540206769381,,0.13675000000000004,-0.00726784468984093
10,TrainingSize,4,41777,400,Our Eps-Fair,0.15,0.7855,0.1424243424771704,0.9615,0.15188684814266748,,0.17600000000000005,-0.009462505665497084
10,TrainingSize,4,41777,500,Unfair,,0.8095,0.193290250542537,0.98325,0.17790060942238445,,0.17374999999999996,0.015389641120152564
10,TrainingSize,4,41777,500,Our Eps-Fair,0.0,0.6745,0.03153518211133691,0.74275,0.04013573180212329,,0.06825000000000003,-0.008600549690786385
10,TrainingSize,4,41777,500,Our Eps-Fair,0.05,0.734,0.05380096070821466,0.82325,0.06567624273240544,,0.08925000000000005,-0.011875282024190775
10,TrainingSize,4,41777,500,Our Eps-Fair,0.1,0.7775,0.11160153721318579,0.89575,0.1049540206769381,,0.11825000000000008,0.006647516536247691
10,TrainingSize,4,41777,500,Our Eps-Fair,0.15,0.8085,0.15825821859763817,0.9615,0.15188684814266748,,0.15300000000000002,0.006371370454970687
10,TrainingSize,4,41777,600,Unfair,,0.8255,0.19254835808142506,0.98325,0.17790060942238445,,0.15774999999999995,0.014647748659040616
10,TrainingSize,4,41777,600,Our Eps-Fair,0.0,0.69275,0.02493068833412876,0.74275,0.04013573180212329,,0.050000000000000044,-0.015205043467994533
10,TrainingSize,4,41777,600,Our Eps-Fair,0.05,0.74325,0.06646415954039686,0.82325,0.06567624273240544,,0.08000000000000007,0.0007879168079914234
10,TrainingSize,4,41777,600,Our Eps-Fair,0.1,0.7895,0.1123434296742977,0.89575,0.1049540206769381,,0.10625000000000007,0.007389408997359598
10,TrainingSize,4,41777,600,Our Eps-Fair,0.15,0.81825,0.15108792551259614,0.9615,0.15188684814266748,,0.14325,-0.0007989226300713359
10,TrainingSize,4,41777,700,Unfair,,0.8265,0.18931664850706026,0.98325,0.17790060942238445,,0.15674999999999994,0.01141603908467581
10,TrainingSize,4,41777,700,Our Eps-Fair,0.0,0.69875,0.02305519619878918,0.74275,0.04013573180212329,,0.04400000000000004,-0.017080535603334113
10,TrainingSize,4,41777,700,Our Eps-Fair,0.05,0.7525,0.06224242624348279,0.82325,0.06567624273240544,,0.07075000000000009,-0.0034338164889226447
10,TrainingSize,4,41777,700,Our Eps-Fair,0.1,0.7985,0.1125275270618157,0.89575,0.1049540206769381,,0.09725000000000006,0.007573506384877596
10,TrainingSize,4,41777,700,Our Eps-Fair,0.15,0.823,0.16065048410609212,0.9615,0.15188684814266748,,0.13850000000000007,0.008763635963424637
10,TrainingSize,4,41777,800,Unfair,,0.8325,0.18585481719829788,0.98325,0.17790060942238445,,0.15074999999999994,0.007954207775913436
10,TrainingSize,4,41777,800,Our Eps-Fair,0.0,0.701,0.01742471767565043,0.74275,0.04013573180212329,,0.041750000000000065,-0.02271101412647286
10,TrainingSize,4,41777,800,Our Eps-Fair,0.05,0.76025,0.06369819634586696,0.82325,0.06567624273240544,,0.06300000000000006,-0.001978046386538479
10,TrainingSize,4,41777,800,Our Eps-Fair,0.1,0.7985,0.10831830038090148,0.89575,0.1049540206769381,,0.09725000000000006,0.0033642797039633854
10,TrainingSize,4,41777,800,Our Eps-Fair,0.15,0.82875,0.15066820347964072,0.9615,0.15188684814266748,,0.13275000000000003,-0.0012186446630267633
10,TrainingSize,4,41777,900,Unfair,,0.84475,0.18715450473300377,0.98325,0.17790060942238445,,0.13849999999999996,0.00925389531061932
10,TrainingSize,4,41777,900,Our Eps-Fair,0.0,0.7045,0.015377634768792697,0.74275,0.04013573180212329,,0.038250000000000006,-0.024758097033330595
10,TrainingSize,4,41777,900,Our Eps-Fair,0.05,0.76325,0.05850594964736347,0.82325,0.06567624273240544,,0.06000000000000005,-0.007170293085041968
10,TrainingSize,4,41777,900,Our Eps-Fair,0.1,0.8115,0.11087065057415371,0.89575,0.1049540206769381,,0.08425000000000005,0.005916629897215614
10,TrainingSize,4,41777,900,Our Eps-Fair,0.15,0.84275,0.15516057994679186,0.9615,0.15188684814266748,,0.11875000000000002,0.00327373180412438
10,TrainingSize,4,41777,1000,Unfair,,0.8465,0.18175514847354252,0.98325,0.17790060942238445,,0.13674999999999993,0.003854539051158068
10,TrainingSize,4,41777,1000,Our Eps-Fair,0.0,0.706,0.014469154182562588,0.74275,0.04013573180212329,,0.03675000000000006,-0.025666577619560704
10,TrainingSize,4,41777,1000,Our Eps-Fair,0.05,0.76475,0.05799417892064904,0.82325,0.06567624273240544,,0.058499999999999996,-0.007682063811756401
10,TrainingSize,4,41777,1000,Our Eps-Fair,0.1,0.8075,0.10624970609452401,0.89575,0.1049540206769381,,0.08825000000000005,0.001295685417585915
10,TrainingSize,4,41777,1000,Our Eps-Fair,0.15,0.84275,0.14740147538047627,0.9615,0.15188684814266748,,0.11875000000000002,-0.004485372762191214
10,TrainingSize,4,41777,1100,Unfair,,0.856,0.18759723893939895,0.98325,0.17790060942238445,,0.12724999999999997,0.009696629517014499
10,TrainingSize,4,41777,1100,Our Eps-Fair,0.0,0.71625,0.01513250509519537,0.74275,0.04013573180212329,,0.026499999999999968,-0.025003226706927922
10,TrainingSize,4,41777,1100,Our Eps-Fair,0.05,0.769,0.06130042792637305,0.82325,0.06567624273240544,,0.05425000000000002,-0.004375814806032385
10,TrainingSize,4,41777,1100,Our Eps-Fair,0.1,0.812,0.10532371624589408,0.89575,0.1049540206769381,,0.08374999999999999,0.00036969556895598277
10,TrainingSize,4,41777,1100,Our Eps-Fair,0.15,0.8455,0.15706958981301108,0.9615,0.15188684814266748,,0.11599999999999999,0.005182741670343605
10,TrainingSize,4,41777,1200,Unfair,,0.85675,0.17594157309216574,0.98325,0.17790060942238445,,0.12649999999999995,-0.001959036330218711
10,TrainingSize,4,41777,1200,Our Eps-Fair,0.0,0.71125,0.015480689284631588,0.74275,0.04013573180212329,,0.03149999999999997,-0.024655042517491704
10,TrainingSize,4,41777,1200,Our Eps-Fair,0.05,0.77325,0.06319593064731244,0.82325,0.06567624273240544,,0.050000000000000044,-0.0024803120850930005
10,TrainingSize,4,41777,1200,Our Eps-Fair,0.1,0.821,0.10553082580685182,0.89575,0.1049540206769381,,0.0747500000000001,0.0005768051299137184
10,TrainingSize,4,41777,1200,Our Eps-Fair,0.15,0.85225,0.15190435740506728,0.9615,0.15188684814266748,,0.10925000000000007,1.7509262399795222e-05
10,TrainingSize,4,41777,1300,Unfair,,0.867,0.18035790933403772,0.98325,0.17790060942238445,,0.11624999999999996,0.0024572999116532768
10,TrainingSize,4,41777,1300,Our Eps-Fair,0.0,0.71925,0.012545136377143523,0.74275,0.04013573180212329,,0.023500000000000076,-0.02759059542497977
10,TrainingSize,4,41777,1300,Our Eps-Fair,0.05,0.78425,0.06531305060376938,0.82325,0.06567624273240544,,0.039000000000000035,-0.00036319212863605843
10,TrainingSize,4,41777,1300,Our Eps-Fair,0.1,0.82725,0.11008373429544228,0.89575,0.1049540206769381,,0.0685,0.005129713618504186
10,TrainingSize,4,41777,1300,Our Eps-Fair,0.15,0.859,0.15638322672693855,0.9615,0.15188684814266748,,0.10250000000000004,0.004496378584271071
10,TrainingSize,4,41777,1400,Unfair,,0.86575,0.18561919255286047,0.98325,0.17790060942238445,,0.11749999999999994,0.00771858313047602
10,TrainingSize,4,41777,1400,Our Eps-Fair,0.0,0.717,0.010305951848527867,0.74275,0.04013573180212329,,0.02575000000000005,-0.029829779953595426
10,TrainingSize,4,41777,1400,Our Eps-Fair,0.05,0.781,0.060616566163500474,0.82325,0.06567624273240544,,0.04225000000000001,-0.005059676568904964
10,TrainingSize,4,41777,1400,Our Eps-Fair,0.1,0.82475,0.10508008736621674,0.89575,0.1049540206769381,,0.07100000000000006,0.00012606668927864217
10,TrainingSize,4,41777,1400,Our Eps-Fair,0.15,0.863,0.1584763339806758,0.9615,0.15188684814266748,,0.09850000000000003,0.006589485838008308
10,TrainingSize,4,41777,1500,Unfair,,0.873,0.17970806556668478,0.98325,0.17790060942238445,,0.11024999999999996,0.0018074561443003345
10,TrainingSize,4,41777,1500,Our Eps-Fair,0.0,0.71575,0.011308982451716937,0.74275,0.04013573180212329,,0.027000000000000024,-0.028826749350406355
10,TrainingSize,4,41777,1500,Our Eps-Fair,0.05,0.77975,0.06005877108990654,0.82325,0.06567624273240544,,0.04349999999999998,-0.0056174716424989
10,TrainingSize,4,41777,1500,Our Eps-Fair,0.1,0.82975,0.10482795398765947,0.89575,0.1049540206769381,,0.06600000000000006,-0.0001260666892786283
10,TrainingSize,4,41777,1500,Our Eps-Fair,0.15,0.8635,0.15196138757402666,0.9615,0.15188684814266748,,0.09799999999999998,7.453943135918295e-05
10,TrainingSize,4,41777,1600,Unfair,,0.87475,0.18649915805461093,0.98325,0.17790060942238445,,0.10849999999999993,0.008598548632226477
10,TrainingSize,4,41777,1600,Our Eps-Fair,0.0,0.71225,0.01872590600427626,0.74275,0.04013573180212329,,0.03049999999999997,-0.021409825797847032
10,TrainingSize,4,41777,1600,Our Eps-Fair,0.05,0.7765,0.05358834823621696,0.82325,0.06567624273240544,,0.04675000000000007,-0.012087894496188481
10,TrainingSize,4,41777,1600,Our Eps-Fair,0.1,0.82925,0.10319408967343724,0.89575,0.1049540206769381,,0.0665,-0.0017599310035008586
10,TrainingSize,4,41777,1600,Our Eps-Fair,0.15,0.8665,0.1581256484680396,0.9615,0.15188684814266748,,0.09499999999999997,0.006238800325372107
10,TrainingSize,4,41777,1700,Unfair,,0.8775,0.1884311800942699,0.98325,0.17790060942238445,,0.10575000000000001,0.010530570671885453
10,TrainingSize,4,41777,1700,Our Eps-Fair,0.0,0.70975,0.020569881467296186,0.74275,0.04013573180212329,,0.03300000000000003,-0.019565850334827106
10,TrainingSize,4,41777,1700,Our Eps-Fair,0.05,0.774,0.04883783521482862,0.82325,0.06567624273240544,,0.049250000000000016,-0.016838407517576814
10,TrainingSize,4,41777,1700,Our Eps-Fair,0.1,0.82775,0.10175082618705295,0.89575,0.1049540206769381,,0.06800000000000006,-0.0032031944898851528
10,TrainingSize,4,41777,1700,Our Eps-Fair,0.15,0.8665,0.15434264726040076,0.9615,0.15188684814266748,,0.09499999999999997,0.002455799117733276
10,TrainingSize,4,41777,1800,Unfair,,0.87875,0.1845901481883917,0.98325,0.17790060942238445,,0.10449999999999993,0.0066895387660072525
10,TrainingSize,4,41777,1800,Our Eps-Fair,0.0,0.71375,0.009801184826773363,0.74275,0.04013573180212329,,0.029000000000000026,-0.03033454697534993
10,TrainingSize,4,41777,1800,Our Eps-Fair,0.05,0.77975,0.05158879047015871,0.82325,0.06567624273240544,,0.04349999999999998,-0.014087452262246725
10,TrainingSize,4,41777,1800,Our Eps-Fair,0.1,0.8335,0.10277436764048181,0.89575,0.1049540206769381,,0.06225000000000003,-0.002179653036456286
10,TrainingSize,4,41777,1800,Our Eps-Fair,0.15,0.87125,0.15200741192090617,0.9615,0.15188684814266748,,0.09025000000000005,0.00012056377823868591
10,TrainingSize,4,41777,1900,Unfair,,0.8845,0.17712069684863294,0.98325,0.17790060942238445,,0.09875,-0.0007799125737515122
10,TrainingSize,4,41777,1900,Our Eps-Fair,0.0,0.71375,0.01191580346003035,0.74275,0.04013573180212329,,0.029000000000000026,-0.028219928342092943
10,TrainingSize,4,41777,1900,Our Eps-Fair,0.05,0.77875,0.050542236843290095,0.82325,0.06567624273240544,,0.044499999999999984,-0.015134005889115343
10,TrainingSize,4,41777,1900,Our Eps-Fair,0.1,0.837,0.10687503689451719,0.89575,0.1049540206769381,,0.05875000000000008,0.0019210162175790912
10,TrainingSize,4,41777,1900,Our Eps-Fair,0.15,0.8755,0.15622864495318023,0.9615,0.15188684814266748,,0.08600000000000008,0.004341796810512749
10,TrainingSize,4,41777,2000,Unfair,,0.88225,0.1815195238281051,0.98325,0.17790060942238445,,0.10099999999999998,0.0036189144057206524
10,TrainingSize,4,41777,2000,Our Eps-Fair,0.0,0.7185,0.0165447521739,0.74275,0.04013573180212329,,0.024249999999999994,-0.02359097962822329
10,TrainingSize,4,41777,2000,Our Eps-Fair,0.05,0.78575,0.05954700036319213,0.82325,0.06567624273240544,,0.03750000000000009,-0.006129242369213306
10,TrainingSize,4,41777,2000,Our Eps-Fair,0.1,0.84025,0.10117001894001926,0.89575,0.1049540206769381,,0.055499999999999994,-0.0037840017369188406
10,TrainingSize,4,41777,2000,Our Eps-Fair,0.15,0.8765,0.15450923538551892,0.9615,0.15188684814266748,,0.08500000000000008,0.002622387242851437
10,PoolSize,4,41777,20,Our Eps-Fair,0.0,0.83875,0.17217908273476668,0.74275,0.04013573180212329,,-0.09599999999999997,0.13204335093264338
10,PoolSize,4,41777,20,Our Eps-Fair,0.05,0.84325,0.18069508770139403,0.82325,0.06567624273240544,,-0.020000000000000018,0.11501884496898859
10,PoolSize,4,41777,20,Our Eps-Fair,0.1,0.85025,0.1811838462546687,0.89575,0.1049540206769381,,0.045500000000000096,0.07622982557773061
10,PoolSize,4,41777,20,Our Eps-Fair,0.15,0.85225,0.18218437553465783,0.9615,0.15188684814266748,,0.10925000000000007,0.030297527391990348
10,PoolSize,4,41777,40,Our Eps-Fair,0.0,0.798,0.19596166372010793,0.74275,0.04013573180212329,,-0.05525000000000002,0.15582593191798463
10,PoolSize,4,41777,40,Our Eps-Fair,0.05,0.81675,0.18911904397426238,0.82325,0.06567624273240544,,0.006500000000000061,0.12344280124185694
10,PoolSize,4,41777,40,Our Eps-Fair,0.1,0.8245,0.1968646413952981,0.89575,0.1049540206769381,,0.07125000000000004,0.09191062071836001
10,PoolSize,4,41777,40,Our Eps-Fair,0.15,0.82775,0.1973533999485728,0.9615,0.15188684814266748,,0.13375000000000004,0.04546655180590531
10,PoolSize,4,41777,60,Our Eps-Fair,0.0,0.805,0.17211004621444742,0.74275,0.04013573180212329,,-0.06225000000000003,0.13197431441232413
10,PoolSize,4,41777,60,Our Eps-Fair,0.05,0.81425,0.18260409756761325,0.82325,0.06567624273240544,,0.009000000000000008,0.11692785483520782
10,PoolSize,4,41777,60,Our Eps-Fair,0.1,0.824,0.18504789033398666,0.89575,0.1049540206769381,,0.07175000000000009,0.08009386965704857
10,PoolSize,4,41777,60,Our Eps-Fair,0.15,0.83125,0.18509391468086617,0.9615,0.15188684814266748,,0.13024999999999998,0.03320706653819869
10,PoolSize,4,41777,80,Our Eps-Fair,0.0,0.7855,0.14234730172261129,0.74275,0.04013573180212329,,-0.042749999999999955,0.102211569920488
10,PoolSize,4,41777,80,Our Eps-Fair,0.05,0.808,0.1842084462680758,0.82325,0.06567624273240544,,0.015249999999999986,0.11853220353567037
10,PoolSize,4,41777,80,Our Eps-Fair,0.1,0.827,0.1856977341013396,0.89575,0.1049540206769381,,0.06875000000000009,0.08074371342440151
10,PoolSize,4,41777,80,Our Eps-Fair,0.15,0.84875,0.1886302854209877,0.9615,0.15188684814266748,,0.11275000000000002,0.03674343727832022
10,PoolSize,4,41777,100,Our Eps-Fair,0.0,0.7585,0.14237031389605104,0.74275,0.04013573180212329,,-0.01574999999999993,0.10223458209392774
10,PoolSize,4,41777,100,Our Eps-Fair,0.05,0.792,0.18323092916152645,0.82325,0.06567624273240544,,0.03125,0.11755468642912101
10,PoolSize,4,41777,100,Our Eps-Fair,0.1,0.83425,0.18369667554136138,0.89575,0.1049540206769381,,0.0615,0.07874265486442328
10,PoolSize,4,41777,100,Our Eps-Fair,0.15,0.848,0.18662922686100947,0.9615,0.15188684814266748,,0.11350000000000005,0.03474237871834199
10,PoolSize,4,41777,120,Our Eps-Fair,0.0,0.726,0.12093097248444426,0.74275,0.04013573180212329,,0.016750000000000043,0.08079524068232097
10,PoolSize,4,41777,120,Our Eps-Fair,0.05,0.82475,0.1702010363482282,0.82325,0.06567624273240544,,-0.0014999999999999458,0.10452479361582276
10,PoolSize,4,41777,120,Our Eps-Fair,0.1,0.835,0.182719158434812,0.89575,0.1049540206769381,,0.06075000000000008,0.07776513775787391
10,PoolSize,4,41777,120,Our Eps-Fair,0.15,0.8515,0.18367366336792162,0.9615,0.15188684814266748,,0.10999999999999999,0.031786815225254145
10,PoolSize,4,41777,140,Our Eps-Fair,0.0,0.808,0.09297218228442845,0.74275,0.04013573180212329,,-0.06525000000000003,0.05283645048230516
10,PoolSize,4,41777,140,Our Eps-Fair,0.05,0.84175,0.1316921651553672,0.82325,0.06567624273240544,,-0.01849999999999996,0.06601592242296175
10,PoolSize,4,41777,140,Our Eps-Fair,0.1,0.853,0.1811378219077892,0.89575,0.1049540206769381,,0.042750000000000066,0.07618380123085111
10,PoolSize,4,41777,140,Our Eps-Fair,0.15,0.867,0.17755542682078818,0.9615,0.15188684814266748,,0.09450000000000003,0.025668578678120696
10,PoolSize,4,41777,160,Our Eps-Fair,0.0,0.79225,0.11214332381829989,0.74275,0.04013573180212329,,-0.04949999999999999,0.0720075920161766
10,PoolSize,4,41777,160,Our Eps-Fair,0.05,0.841,0.12735837257909435,0.82325,0.06567624273240544,,-0.017749999999999932,0.061682129846688916
10,PoolSize,4,41777,160,Our Eps-Fair,0.1,0.855,0.16908544620104035,0.89575,0.1049540206769381,,0.040750000000000064,0.06413142552410225
10,PoolSize,4,41777,160,Our Eps-Fair,0.15,0.872,0.17248374390052337,0.9615,0.15188684814266748,,0.08950000000000002,0.020596895757855893
10,PoolSize,4,41777,180,Our Eps-Fair,0.0,0.79225,0.11009624091144216,0.74275,0.04013573180212329,,-0.04949999999999999,0.06996050910931886
10,PoolSize,4,41777,180,Our Eps-Fair,0.05,0.84525,0.13371623588878517,0.82325,0.06567624273240544,,-0.02199999999999991,0.06803999315637974
10,PoolSize,4,41777,180,Our Eps-Fair,0.1,0.85375,0.16859668764776567,0.89575,0.1049540206769381,,0.04200000000000004,0.06364266697082757
10,PoolSize,4,41777,180,Our Eps-Fair,0.15,0.872,0.1729955146272378,0.9615,0.15188684814266748,,0.08950000000000002,0.021108666484570326
10,PoolSize,4,41777,200,Our Eps-Fair,0.0,0.78925,0.07582911360109498,0.74275,0.04013573180212329,,-0.046499999999999986,0.03569338179897169
10,PoolSize,4,41777,200,Our Eps-Fair,0.05,0.8385,0.12182094327899459,0.82325,0.06567624273240544,,-0.015249999999999986,0.056144700546589155
10,PoolSize,4,41777,200,Our Eps-Fair,0.1,0.85725,0.16403677545421527,0.89575,0.1049540206769381,,0.03850000000000009,0.059082754777277174
10,PoolSize,4,41777,200,Our Eps-Fair,0.15,0.87025,0.17602011464064488,0.9615,0.15188684814266748,,0.09125000000000005,0.024133266497977396
10,PoolSize,4,41777,220,Our Eps-Fair,0.0,0.76125,0.07515075474926236,0.74275,0.04013573180212329,,-0.01849999999999996,0.03501502294713907
10,PoolSize,4,41777,220,Our Eps-Fair,0.05,0.82875,0.10125256260561837,0.82325,0.06567624273240544,,-0.005499999999999949,0.03557631987321293
10,PoolSize,4,41777,220,Our Eps-Fair,0.1,0.85425,0.17157526331429324,0.89575,0.1049540206769381,,0.04150000000000009,0.06662124263735514
10,PoolSize,4,41777,220,Our Eps-Fair,0.15,0.86925,0.17755542682078818,0.9615,0.15188684814266748,,0.09225000000000005,0.025668578678120696
10,PoolSize,4,41777,240,Our Eps-Fair,0.0,0.76275,0.09018170612253883,0.74275,0.04013573180212329,,-0.020000000000000018,0.050045974320415534
10,PoolSize,4,41777,240,Our Eps-Fair,0.05,0.82875,0.13017986514866364,0.82325,0.06567624273240544,,-0.005499999999999949,0.0645036224162582
10,PoolSize,4,41777,240,Our Eps-Fair,0.1,0.8525,0.1765779097142388,0.89575,0.1049540206769381,,0.04325000000000001,0.07162388903730071
10,PoolSize,4,41777,240,Our Eps-Fair,0.15,0.8695,0.17755542682078818,0.9615,0.15188684814266748,,0.09199999999999997,0.025668578678120696
10,PoolSize,4,41777,260,Our Eps-Fair,0.0,0.77925,0.09073950119613276,0.74275,0.04013573180212329,,-0.03649999999999998,0.05060376939400947
10,PoolSize,4,41777,260,Our Eps-Fair,0.05,0.83625,0.1316921651553672,0.82325,0.06567624273240544,,-0.013000000000000012,0.06601592242296175
10,PoolSize,4,41777,260,Our Eps-Fair,0.1,0.853,0.1765779097142388,0.89575,0.1049540206769381,,0.042750000000000066,0.07162388903730071
10,PoolSize,4,41777,260,Our Eps-Fair,0.15,0.8735,0.17704365609407374,0.9615,0.15188684814266748,,0.08799999999999997,0.025156807951406263
10,PoolSize,4,41777,280,Our Eps-Fair,0.0,0.75925,0.05090392817800615,0.74275,0.04013573180212329,,-0.01649999999999996,0.01076819637588286
10,PoolSize,4,41777,280,Our Eps-Fair,0.05,0.82325,0.11221236033861914,0.82325,0.06567624273240544,,0.0,0.046536117606213706
10,PoolSize,4,41777,280,Our Eps-Fair,0.1,0.85125,0.1645945705278092,0.89575,0.1049540206769381,,0.044500000000000095,0.05964054985087111
10,PoolSize,4,41777,280,Our Eps-Fair,0.15,0.87025,0.17704365609407374,0.9615,0.15188684814266748,,0.09125000000000005,0.025156807951406263
10,PoolSize,4,41777,300,Our Eps-Fair,0.0,0.76,0.07131122363730415,0.74275,0.04013573180212329,,-0.017249999999999988,0.031175491835180855
10,PoolSize,4,41777,300,Our Eps-Fair,0.05,0.818,0.12019358240509229,0.82325,0.06567624273240544,,0.005250000000000088,0.05451733967268685
10,PoolSize,4,41777,300,Our Eps-Fair,0.1,0.84775,0.1681309412679307,0.89575,0.1049540206769381,,0.04800000000000004,0.06317692059099261
10,PoolSize,4,41777,300,Our Eps-Fair,0.15,0.8705,0.1729955146272378,0.9615,0.15188684814266748,,0.09099999999999997,0.021108666484570326
10,TrainingSize,5,51777,100,Unfair,,0.57975,0.15810292292630634,0.97975,0.17547107923971317,,0.4,-0.017368156313406824
10,TrainingSize,5,51777,100,Our Eps-Fair,0.0,0.52925,0.026427737849640642,0.75525,0.023443710993398953,,0.22599999999999998,0.0029840268562416894
10,TrainingSize,5,51777,100,Our Eps-Fair,0.05,0.5585,0.076395187556688,0.83225,0.07252115269037421,,0.27375000000000005,0.003874034866313797
10,TrainingSize,5,51777,100,Our Eps-Fair,0.1,0.5695,0.11004499040491365,0.90625,0.12250960258642328,,0.33675,-0.012464612181509627
10,TrainingSize,5,51777,100,Our Eps-Fair,0.15,0.57825,0.15760141841276573,0.968,0.16799651196860774,,0.38974999999999993,-0.010395093555842005
10,TrainingSize,5,51777,200,Unfair,,0.677,0.19202672824055417,0.97975,0.17547107923971317,,0.30274999999999996,0.016555649000841
10,TrainingSize,5,51777,200,Our Eps-Fair,0.0,0.604,0.013503621532593796,0.75525,0.023443710993398953,,0.15125,-0.009940089460805157
10,TrainingSize,5,51777,200,Our Eps-Fair,0.05,0.636,0.06499058491526424,0.83225,0.07252115269037421,,0.19625000000000004,-0.007530567775109964
10,TrainingSize,5,51777,200,Our Eps-Fair,0.1,0.6655,0.11844756602809425,0.90625,0.12250960258642328,,0.24075000000000002,-0.004062036558329027
10,TrainingSize,5,51777,200,Our Eps-Fair,0.15,0.6775,0.17148704338339044,0.968,0.16799651196860774,,0.2905,0.0034905314147826993
10,TrainingSize,5,51777,300,Unfair,,0.70025,0.16200045800412205,0.97975,0.17547107923971317,,0.27949999999999997,-0.013470621235591118
10,TrainingSize,5,51777,300,Our Eps-Fair,0.0,0.62125,0.016391647524827718,0.75525,0.023443710993398953,,0.134,-0.007052063468571235
10,TrainingSize,5,51777,300,Our Eps-Fair,0.05,0.6595,0.06757010813097317,0.83225,0.07252115269037421,,0.17275000000000007,-0.004951044559401041
10,TrainingSize,5,51777,300,Our Eps-Fair,0.1,0.68525,0.1135495219456975,0.90625,0.12250960258642328,,0.22099999999999997,-0.008960080640725773
10,TrainingSize,5,51777,300,Our Eps-Fair,0.15,0.69725,0.15955593600342405,0.968,0.16799651196860774,,0.27074999999999994,-0.008440575965183689
10,TrainingSize,5,51777,400,Unfair,,0.74825,0.19198572787155088,0.97975,0.17547107923971317,,0.23150000000000004,0.016514648631837714
10,TrainingSize,5,51777,400,Our Eps-Fair,0.0,0.65825,0.01711965407688669,0.75525,0.023443710993398953,,0.09699999999999998,-0.006324056916512263
10,TrainingSize,5,51777,400,Our Eps-Fair,0.05,0.701,0.0687916191245721,0.83225,0.07252115269037421,,0.1312500000000001,-0.0037295335658021067
10,TrainingSize,5,51777,400,Our Eps-Fair,0.1,0.7305,0.11224851023659213,0.90625,0.12250960258642328,,0.17574999999999996,-0.01026109234983115
10,TrainingSize,5,51777,400,Our Eps-Fair,0.15,0.74925,0.16303346730120571,0.968,0.16799651196860774,,0.21875,-0.004963044667402022
10,TrainingSize,5,51777,500,Unfair,,0.774,0.22641153770383934,0.97975,0.17547107923971317,,0.20575,0.050940458464126176
10,TrainingSize,5,51777,500,Our Eps-Fair,0.0,0.67725,0.020887187984691857,0.75525,0.023443710993398953,,0.07799999999999996,-0.0025565230087070956
10,TrainingSize,5,51777,500,Our Eps-Fair,0.05,0.71475,0.06337707039363355,0.83225,0.07252115269037421,,0.11750000000000005,-0.009144082296740658
